NA_ANIMAL,NA_ID,Loc,Sohlenbrei,NAT1,REST1,STAU1,Breaks_Dis
Alena,130861,0,6,1,0,0,211.0394
Alena,130861,0,6,1,0,0,283.569
Alena,130861,0,6,1,0,0,758.6739
Alena,130861,0,7,1,0,0,955.2883
Alena,130861,0,6,1,0,0,97.3521
Alena,130861,0,7,1,0,0,971.8993
Alena,130862,0,5,1,0,0,0.3406
Alena,130862,0,6,1,0,0,119.618
Alena,130862,0,6,1,0,0,249.4578
Alena,130862,0,6,1,0,0,327.429
Alena,130862,0,6,1,0,0,341.5115
Alena,130862,0,5,1,0,0,44.163
Alena,130862,0,7,1,0,0,494.3482
Alena,130862,0,7,1,0,0,518.1727
Alena,130862,0,6,1,0,0,769.5045
Alena,130863,0,6,1,0,0,2.8521
Alena,130863,0,7,1,0,0,239.3332
Alena,130863,0,5,1,0,0,271.8802
Alena,130863,0,7,1,0,0,308.2827
Alena,130863,0,6,1,0,0,406.9675
Alena,130863,0,7,1,0,0,457.4597
Alena,130863,0,6,1,0,0,532.0731
Alena,130863,0,6,1,0,0,55.4993
Alena,130863,0,7,1,0,0,886.04
Alena,130864,0,7,1,0,0,174.8605
Alena,130864,0,7,1,0,0,225.6386
Alena,130864,0,7,1,0,0,323.1363
Alena,130864,0,5,1,0,0,348.7924
Alena,130864,0,6,1,0,0,42.9137
Alena,130864,0,7,1,0,0,474.7308
Alena,130864,0,6,1,0,0,637.8827
Alena,130864,0,6,1,0,0,76.9722
Alena,130864,0,6,1,0,0,803.17
Alena,130900,0,6,1,0,0,106.5431
Alena,130900,0,7,1,0,0,151.4605
Alena,130900,0,6,1,0,0,261.3848
Alena,130900,0,6,1,0,0,281.3771
Alena,130900,0,6,1,0,0,357.2872
Alena,130900,0,6,1,0,0,451.6068
Alena,130900,0,6,1,0,0,553.6625
Alena,130900,0,6,1,0,0,900.3488
Alena,130900,0,6,1,0,0,93.2205
Alena,130901,0,7,1,0,0,248.678
Alena,130901,0,7,1,0,0,265.4609
Alena,130901,0,7,1,0,0,268.0467
Alena,130901,0,7,1,0,0,336.4816
Alena,130901,0,7,1,0,0,524.4936
Alena,130901,0,7,1,0,0,550.4595
Alena,130901,0,7,1,0,0,60.092
Alena,130901,0,7,0,1,0,612.0282
Alena,130901,0,7,1,0,0,9.0515
Alena,130902,0,7,1,0,0,101.6551
Alena,130902,0,7,1,0,0,141.4702
Alena,130902,0,7,1,0,0,197.9287
Alena,130902,0,7,1,0,0,200.2986
Alena,130902,0,7,1,0,0,227.7672
Alena,130902,0,7,1,0,0,228.6432
Alena,130902,0,7,1,0,0,33.1083
Alena,130902,0,7,1,0,0,476.8387
Alena,130902,0,6,1,0,0,726.6433
Alena,130903,0,7,1,0,0,102.1989
Alena,130903,0,7,1,0,0,29.8056
Alena,130903,0,7,1,0,0,344.5553
Alena,130903,0,7,0,1,0,35.4431
Alena,130903,0,7,1,0,0,424.4898
Alena,130903,0,7,1,0,0,444.3647
Alena,130903,0,7,1,0,0,489.5304
Alena,130903,0,7,1,0,0,58.1175
Alena,130903,0,7,1,0,0,594.5166
Alena,130904,0,6,1,0,0,1.6887
Alena,130904,0,7,1,0,0,150.9513
Alena,130904,0,7,1,0,0,174.6187
Alena,130904,0,7,1,0,0,368.0756
Alena,130904,0,7,1,0,0,379.5624
Alena,130904,0,6,1,0,0,505.5907
Alena,130904,0,6,1,0,0,584.6592
Alena,130904,0,7,1,0,0,714.6154
Alena,130904,0,7,1,0,0,85.1017
Alena,130905,0,6,1,0,0,1.4684
Alena,130905,0,6,1,0,0,10.9925
Alena,130905,0,6,1,0,0,155.9419
Alena,130905,0,6,1,0,0,180.8025
Alena,130905,0,6,1,0,0,26.4499
Alena,130905,0,6,1,0,0,305.5344
Alena,130905,0,6,1,0,0,400.1385
Alena,130905,0,7,1,0,0,588.8609
Alena,130905,0,6,1,0,0,9.5338
Alena,130906,0,6,1,0,0,104.4939
Alena,130906,0,6,1,0,0,123.339
Alena,130906,0,6,1,0,0,203.7578
Alena,130906,0,6,1,0,0,35.3609
Alena,130906,0,7,1,0,0,427.3598
Alena,130906,0,7,1,0,0,444.2375
Alena,130906,0,6,1,0,0,59.1941
Alena,130906,0,7,1,0,0,755.7588
Alena,130906,0,7,0,0,1,917.5666
Alena,130907,0,6,1,0,0,150.195
Alena,130907,0,6,1,0,0,205.9845
Alena,130907,0,6,1,0,0,31.0715
Alena,130907,0,6,1,0,0,314.8971
Alena,130907,0,6,1,0,0,353.9424
Alena,130907,0,6,1,0,0,36.8012
Alena,130907,0,6,1,0,0,361.1492
Alena,130907,0,6,1,0,0,533.7076
Alena,130907,0,6,1,0,0,874.4697
Alena,130922,0,4,1,0,0,170.1563
Alena,130922,0,4,1,0,0,185.7956
Alena,130922,0,3,1,0,0,399.8902
Alena,130922,0,4,1,0,0,478.3487
Alena,130922,0,4,1,0,0,522.5851
Alena,130922,0,6,1,0,0,728.7811
Alena,130922,0,4,1,0,0,79.0931
Alena,130922,0,6,1,0,0,793.6212
Alena,130922,0,4,1,0,0,9.848
Alena,130923,0,4,1,0,0,207.3824
Alena,130923,0,5,1,0,0,244.7514
Alena,130923,0,5,1,0,0,309.5115
Alena,130923,0,5,1,0,0,315.1713
Alena,130923,0,5,1,0,0,454.4814
Alena,130923,0,5,1,0,0,622.4762
Alena,130923,0,5,1,0,0,638.3626
Alena,130923,0,4,1,0,0,70.2536
Alena,130923,0,4,0,1,0,804.3465
Alena,130924,0,4,1,0,0,169.8633
Alena,130924,0,7,1,0,0,1696.8673
Alena,130924,0,3,1,0,0,179.3496
Alena,130924,0,5,1,0,0,250.3871
Alena,130924,0,5,1,0,0,270.5264
Alena,130924,0,5,1,0,0,297.0846
Alena,130924,0,5,1,0,0,297.6759
Alena,130924,0,5,1,0,0,435.0172
Alena,130924,0,4,0,0,1,505.4485
Alena,130925,0,5,1,0,0,14.0316
Alena,130925,0,5,1,0,0,150.195
Alena,130925,0,5,1,0,0,172.0715
Alena,130925,0,5,1,0,0,21.4695
Alena,130925,0,4,0,1,0,277.6265
Alena,130925,0,4,0,1,0,296.5285
Alena,130925,0,5,1,0,0,3.812
Alena,130925,0,3,1,0,0,350.3453
Alena,130925,0,5,1,0,0,791.4071
Alena,130926,0,4,0,1,0,1.3791
Alena,130926,0,4,0,0,1,123.3642
Alena,130926,0,5,1,0,0,205.057
Alena,130926,0,4,1,0,0,346.2454
Alena,130926,0,4,1,0,0,357.5408
Alena,130926,0,4,0,1,0,4.5813
Alena,130926,0,5,1,0,0,489.6267
Alena,130926,0,5,1,0,0,555.013
Alena,130926,0,4,0,1,0,81.7327
Alena,130927,0,5,1,0,0,15.5835
Alena,130927,0,4,0,1,0,163.7383
Alena,130927,0,4,1,0,0,211.0896
Alena,130927,0,4,1,0,0,227.7672
Alena,130927,0,5,1,0,0,266.9142
Alena,130927,0,5,1,0,0,294.1756
Alena,130927,0,5,1,0,0,431.6841
Alena,130927,0,4,0,1,0,57.2881
Alena,130927,0,4,1,0,0,829.2453
Alena,130932,0,5,1,0,0,246.8868
Alena,130932,0,5,1,0,0,3.7424
Alena,130932,0,5,1,0,0,378.7593
Alena,130932,0,5,1,0,0,401.666
Alena,130932,0,4,1,0,0,495.1473
Alena,130932,0,4,1,0,0,498.0402
Alena,130932,0,6,1,0,0,565.9566
Alena,130932,0,6,1,0,0,70.1029
Alena,130932,0,6,1,0,0,858.0218
Alena,130933,0,5,1,0,0,17.2035
Alena,130933,0,6,1,0,0,225.994
Alena,130933,0,6,1,0,0,246.085
Alena,130933,0,5,1,0,0,31.4689
Alena,130933,0,6,1,0,0,319.7973
Alena,130933,0,6,1,0,0,479.0806
Alena,130933,0,4,1,0,0,479.1992
Alena,130933,0,5,1,0,0,697.7419
Alena,130933,0,4,1,0,0,75.7732
Alena,130934,0,7,1,0,0,135.1792
Alena,130934,0,6,1,0,0,206.1028
Alena,130934,0,6,1,0,0,210.9339
Alena,130934,0,8,1,0,0,348.6838
Alena,130934,0,6,1,0,0,370.6712
Alena,130934,0,8,1,0,0,376.2515
Alena,130934,0,6,1,0,0,465.811
Alena,130934,0,6,1,0,0,571.4999
Alena,130934,0,8,1,0,0,584.745
Alena,130935,0,8,1,0,0,0.58
Alena,130935,0,8,1,0,0,0.6756
Alena,130935,0,8,1,0,0,2.4891
Alena,130935,0,8,1,0,0,208.9349
Alena,130935,0,8,1,0,0,211.8865
Alena,130935,0,8,1,0,0,229.9865
Alena,130935,0,8,1,0,0,238.7108
Alena,130935,0,8,1,0,0,348.7924
Alena,130935,0,7,1,0,0,545.4003
Alena,130936,0,7,1,0,0,121.8622
Alena,130936,0,7,1,0,0,126.1334
Alena,130936,0,7,1,0,0,129.3043
Alena,130936,0,7,1,0,0,134.6193
Alena,130936,0,7,1,0,0,155.299
Alena,130936,0,7,1,0,0,186.6218
Alena,130936,0,8,1,0,0,304.7934
Alena,130936,0,8,1,0,0,462.9559
Alena,130936,0,8,1,0,0,542.8368
Alena,130965,0,6,1,0,0,1238.9971
Alena,130965,0,12,1,0,0,132.1384
Alena,130965,0,12,1,0,0,286.5737
Alena,130965,0,12,1,0,0,386.8755
Alena,130965,0,12,1,0,0,412.4413
Alena,130965,0,8,1,0,0,486.4554
Alena,130965,0,8,1,0,0,539.8605
Alena,130965,0,6,1,0,0,855.7938
Alena,130965,0,7,1,0,0,954.4683
Alena,130966,0,12,1,0,0,1.3801
Alena,130966,0,12,1,0,0,160.6667
Alena,130966,0,12,1,0,0,210.9121
Alena,130966,0,7,1,0,0,32.234
Alena,130966,0,7,1,0,0,444.2375
Alena,130966,0,7,1,0,0,453.1573
Alena,130966,0,12,1,0,0,56.7157
Alena,130966,0,7,1,0,0,691.0889
Alena,130966,0,12,1,0,0,87.428
Alena,130978,0,12,1,0,0,103.063
Alena,130978,0,12,1,0,0,194.3924
Alena,130978,0,8,1,0,0,269.2014
Alena,130978,0,8,1,0,0,310.2471
Alena,130978,0,12,1,0,0,44.9602
Alena,130978,0,7,1,0,0,505.9356
Alena,130978,0,12,1,0,0,70.2536
Alena,130978,0,12,1,0,0,71.0227
Alena,130978,0,6,1,0,0,793.1695
Alena,130979,0,8,1,0,0,18.3833
Alena,130979,0,7,1,0,0,181.5502
Alena,130979,0,7,1,0,0,204.0882
Alena,130979,0,7,1,0,0,289.5903
Alena,130979,0,12,1,0,0,370.1385
Alena,130979,0,8,1,0,0,40.5492
Alena,130979,0,7,1,0,0,46.7381
Alena,130979,0,12,1,0,0,463.6422
Alena,130979,0,6,1,0,0,662.7152
Alena,130980,0,6,1,0,0,103.0034
Alena,130980,0,5,1,0,0,1111.6271
Alena,130980,0,6,1,0,0,147.6934
Alena,130980,0,6,1,0,0,163.6004
Alena,130980,0,7,1,0,0,18.8407
Alena,130980,0,7,1,0,0,280.4424
Alena,130980,0,7,1,0,0,3.6781
Alena,130980,0,12,1,0,0,940.5966
Alena,130980,0,12,1,0,0,961.622
Alena,131005,0,7,1,0,0,12.2775
Alena,131005,0,7,1,0,0,147.9885
Alena,131005,0,7,1,0,0,196.3309
Alena,131005,0,7,1,0,0,235.1795
Alena,131005,0,6,1,0,0,240.2297
Alena,131005,0,6,1,0,0,277.0891
Alena,131005,0,7,1,0,0,31.1676
Alena,131005,0,6,1,0,0,479.5321
Alena,131005,0,8,1,0,0,578.2441
Alena,131006,0,6,1,0,0,182.9292
Alena,131006,0,7,1,0,0,25.9348
Alena,131006,0,7,1,0,0,265.3847
Alena,131006,0,7,1,0,0,274.2039
Alena,131006,0,7,1,0,0,281.3247
Alena,131006,0,7,1,0,0,295.5014
Alena,131006,0,7,1,0,0,34.8132
Alena,131006,0,7,1,0,0,375.8828
Alena,131006,0,7,1,0,0,677.202
Alena,131012,0,6,1,0,0,245.8295
Alena,131012,0,7,1,0,0,264.8279
Alena,131012,0,7,1,0,0,483.7149
Alena,131012,0,7,1,0,0,505.4485
Alena,131012,0,5,1,0,0,530.8195
Alena,131012,0,8,1,0,0,713.1233
Alena,131012,0,6,1,0,0,83.8702
Alena,131012,0,6,1,0,0,857.0381
Alena,131012,0,7,1,0,0,952.1072
Alena,131013,0,5,1,0,0,114.4624
Alena,131013,0,6,1,0,0,147.484
Alena,131013,0,6,1,0,0,242.9615
Alena,131013,0,6,1,0,0,247.3657
Alena,131013,0,6,1,0,0,295.232
Alena,131013,0,7,1,0,0,385.0957
Alena,131013,0,6,1,0,0,458.0323
Alena,131013,0,7,1,0,0,654.6588
Alena,131013,0,6,1,0,0,89.345
Alena,131014,0,7,1,0,0,1309.5913
Alena,131014,0,6,1,0,0,133.5256
Alena,131014,0,5,1,0,0,136.578
Alena,131014,0,7,1,0,0,1610.8296
Alena,131014,0,6,1,0,0,273.0547
Alena,131014,0,6,1,0,0,284.6638
Alena,131014,0,6,1,0,0,290.9678
Alena,131014,0,6,1,0,0,36.4516
Alena,131014,0,7,1,0,0,505.6294
Alena,131015,0,7,1,0,0,164.3343
Alena,131015,0,7,1,0,0,21.5176
Alena,131015,0,6,1,0,0,278.4859
Alena,131015,0,7,1,0,0,308.7644
Alena,131015,0,6,1,0,0,43.9947
Alena,131015,0,5,1,0,0,471.919
Alena,131015,0,6,1,0,0,667.8215
Alena,131015,0,6,1,0,0,673.8164
Alena,131015,0,6,1,0,0,70.5818
Alena,131016,0,6,1,0,0,0.1942
Alena,131016,0,7,1,0,0,214.8453
Alena,131016,0,6,1,0,0,22.1047
Alena,131016,0,6,1,0,0,26.6307
Alena,131016,0,6,1,0,0,283.0942
Alena,131016,0,6,1,0,0,424.4934
Alena,131016,0,8,1,0,0,725.5692
Alena,131016,0,6,1,0,0,75.1774
Alena,131016,0,7,1,0,0,90.9086
Alena,131017,0,6,1,0,0,1122.9321
Alena,131017,0,7,1,0,0,177.337
Alena,131017,0,8,1,0,0,275.8254
Alena,131017,0,6,1,0,0,40.8587
Alena,131017,0,6,1,0,0,41.7656
Alena,131017,0,7,1,0,0,43.0846
Alena,131017,0,7,1,0,0,514.5867
Alena,131017,0,6,1,0,0,925.6295
Alena,131017,0,6,1,0,0,979.4785
Alena,131018,0,6,1,0,0,0.3243
Alena,131018,0,6,1,0,0,133.4452
Alena,131018,0,7,1,0,0,163.237
Alena,131018,0,6,1,0,0,2.9488
Alena,131018,0,7,1,0,0,484.4068
Alena,131018,0,6,1,0,0,695.5521
Alena,131018,0,6,1,0,0,73.2214
Alena,131018,0,5,1,0,0,895.7283
Alena,131018,0,5,1,0,0,949.0123
Alena,131019,0,7,1,0,0,170.579
Alena,131019,0,6,1,0,0,178.3951
Alena,131019,0,7,1,0,0,201.1136
Alena,131019,0,7,1,0,0,241.1551
Alena,131019,0,7,1,0,0,275.8254
Alena,131019,0,6,1,0,0,32.184
Alena,131019,0,6,1,0,0,41.7656
Alena,131019,0,7,1,0,0,447.4558
Alena,131019,0,8,1,0,0,564.6943
Alena,131020,0,6,1,0,0,148.6637
Alena,131020,0,7,1,0,0,315.0558
Alena,131020,0,8,1,0,0,432.0136
Alena,131020,0,7,1,0,0,50.6819
Alena,131020,0,7,1,0,0,557.776
Alena,131020,0,7,1,0,0,687.4088
Alena,131020,0,12,1,0,0,731.9059
Alena,131020,0,6,1,0,0,879.4694
Alena,131020,0,6,1,0,0,98.9957
Alena,131021,0,7,1,0,0,132.7882
Alena,131021,0,7,1,0,0,148.6269
Alena,131021,0,8,1,0,0,333.245
Alena,131021,0,6,1,0,0,48.3122
Alena,131021,0,7,1,0,0,511.804
Alena,131021,0,7,1,0,0,538.9817
Alena,131021,0,7,1,0,0,571.4999
Alena,131021,0,7,1,0,0,731.7326
Alena,131021,0,6,1,0,0,990.1698
Alena,131026,0,6,1,0,0,155.8521
Alena,131026,0,7,1,0,0,210.9339
Alena,131026,0,6,1,0,0,329.6062
Alena,131026,0,7,1,0,0,33.3357
Alena,131026,0,6,1,0,0,337.8113
Alena,131026,0,6,1,0,0,352.438
Alena,131026,0,7,1,0,0,499.1616
Alena,131026,0,6,1,0,0,606.3541
Alena,131026,0,7,1,0,0,76.0044
Alena,131027,0,7,1,0,0,0.7625
Alena,131027,0,6,1,0,0,116.2887
Alena,131027,0,7,1,0,0,211.6594
Alena,131027,0,6,1,0,0,218.0207
Alena,131027,0,7,1,0,0,256.2817
Alena,131027,0,6,1,0,0,396.3432
Alena,131027,0,7,1,0,0,47.4939
Alena,131027,0,7,1,0,0,89.9961
Alena,131027,0,7,1,0,0,996.5444
Alena,131035,0,8,1,0,0,133.69
Alena,131035,0,6,1,0,0,167.7498
Alena,131035,0,7,1,0,0,230.3203
Alena,131035,0,7,1,0,0,319.349
Alena,131035,0,6,1,0,0,385.4917
Alena,131035,0,6,1,0,0,388.7703
Alena,131035,0,12,1,0,0,632.6222
Alena,131035,0,7,1,0,0,79.5069
Alena,131035,0,7,1,0,0,895.7283
Alena,131041,0,12,1,0,0,0.5523
Alena,131041,0,7,1,0,0,1149.9075
Alena,131041,0,12,1,0,0,135.6666
Alena,131041,0,12,1,0,0,173.3115
Alena,131041,0,7,1,0,0,202.0512
Alena,131041,0,12,1,0,0,3.812
Alena,131041,0,8,1,0,0,315.3724
Alena,131041,0,7,1,0,0,435.6884
Alena,131041,0,7,1,0,0,68.1267
Alena,131042,0,12,1,0,0,1000.4586
Alena,131042,0,6,1,0,0,14.7262
Alena,131042,0,7,1,0,0,215.7809
Alena,131042,0,7,1,0,0,224.6828
Alena,131042,0,7,1,0,0,336.6509
Alena,131042,0,6,1,0,0,372.641
Alena,131042,0,7,1,0,0,412.3654
Alena,131042,0,7,1,0,0,435.8546
Alena,131042,0,6,1,0,0,843.2006
Alena,131043,0,7,1,0,0,0.3406
Alena,131043,0,7,1,0,0,122.0142
Alena,131043,0,7,1,0,0,15.1345
Alena,131043,0,7,1,0,0,23.7697
Alena,131043,0,6,1,0,0,297.0202
Alena,131043,0,6,1,0,0,568.455
Alena,131043,0,7,1,0,0,65.6082
Alena,131043,0,7,1,0,0,70.6696
Alena,131043,0,6,1,0,0,791.6763
Alena,131044,0,6,1,0,0,230.7161
Alena,131044,0,7,1,0,0,26.6307
Alena,131044,0,6,1,0,0,316.8229
Alena,131044,0,6,1,0,0,328.9309
Alena,131044,0,6,1,0,0,412.5473
Alena,131044,0,7,1,0,0,46.8597
Alena,131044,0,6,1,0,0,533.7076
Alena,131044,0,5,1,0,0,642.5487
Alena,131044,0,7,1,0,0,80.5197
Alena,131045,0,7,1,0,0,1072.7378
Alena,131045,0,7,1,0,0,1107.544
Alena,131045,0,6,1,0,0,123.339
Alena,131045,0,6,1,0,0,211.7615
Alena,131045,0,6,1,0,0,264.9776
Alena,131045,0,6,1,0,0,530.7907
Alena,131045,0,7,1,0,0,63.8971
Alena,131045,0,6,1,0,0,791.1141
Alena,131045,0,7,1,0,0,84.6326
Alena,131072,0,7,1,0,0,111.8379
Alena,131072,0,7,1,0,0,116.7868
Alena,131072,0,7,1,0,0,214.07
Alena,131072,0,7,1,0,0,241.1551
Alena,131072,0,7,1,0,0,265.745
Alena,131072,0,7,1,0,0,297.6759
Alena,131072,0,7,1,0,0,499.1616
Alena,131072,0,7,1,0,0,52.4567
Alena,131072,0,7,1,0,0,59.4474
Alena,131074,0,7,1,0,0,172.8415
Alena,131074,0,7,1,0,0,194.7707
Alena,131074,0,7,1,0,0,220.8728
Alena,131074,0,7,1,0,0,248.4318
Alena,131074,0,7,1,0,0,366.5514
Alena,131074,0,7,1,0,0,443.6088
Alena,131074,0,7,1,0,0,445.7474
Alena,131074,0,7,1,0,0,480.6898
Alena,131074,0,7,1,0,0,93.7172
Alena,131075,0,7,1,0,0,104.8917
Alena,131075,0,7,1,0,0,122.343
Alena,131075,0,6,1,0,0,1567.9759
Alena,131075,0,7,1,0,0,190.4012
Alena,131075,0,7,1,0,0,24.3514
Alena,131075,0,7,1,0,0,356.5526
Alena,131075,0,7,1,0,0,375.0243
Alena,131075,0,6,1,0,0,483.5266
Alena,131075,0,7,1,0,0,644.0773
Alena,131076,0,6,1,0,0,13.0433
Alena,131076,0,7,0,1,0,154.6932
Alena,131076,0,6,1,0,0,33.563
Alena,131076,0,7,1,0,0,373.8019
Alena,131076,0,7,1,0,0,490.9868
Alena,131076,0,7,1,0,0,643.4127
Alena,131076,0,7,1,0,0,66.9385
Alena,131076,0,6,0,0,1,68.7824
Alena,131076,0,6,1,0,0,741.0387
Alena,131077,0,7,1,0,0,1381.4756
Alena,131077,0,6,1,0,0,16.2965
Alena,131077,0,6,1,0,0,26.8157
Alena,131077,0,6,1,0,0,418.8094
Alena,131077,0,7,0,0,1,590.9987
Alena,131077,0,6,1,0,0,702.312
Alena,131077,0,7,1,0,0,816.5838
Alena,131077,0,6,1,0,0,83.523
Alena,131077,0,7,1,0,0,864.9997
Alena,131078,0,6,1,0,0,16.5629
Alena,131078,0,7,1,0,0,205.9993
Alena,131078,0,6,1,0,0,26.5403
Alena,131078,0,6,1,0,0,290.9786
Alena,131078,0,6,1,0,0,477.7821
Alena,131078,0,6,1,0,0,484.7718
Alena,131078,0,6,1,0,0,556.0056
Alena,131078,0,6,1,0,0,64.2267
Alena,131078,0,7,1,0,0,682.5893
Alena,131084,0,6,1,0,0,24.6047
Alena,131084,0,6,1,0,0,25.4448
Alena,131084,0,6,1,0,0,252.1497
Alena,131084,0,6,1,0,0,278.1319
Alena,131084,0,7,1,0,0,296.5285
Alena,131084,0,7,1,0,0,410.2128
Alena,131084,0,4,1,0,0,515.6647
Alena,131084,0,7,1,0,0,545.5499
Alena,131084,0,6,1,0,0,59.3445
Alena,131085,0,4,1,0,0,193.2604
Alena,131085,0,4,1,0,0,274.5678
Alena,131085,0,4,1,0,0,312.6246
Alena,131085,0,4,1,0,0,389.0202
Alena,131085,0,4,1,0,0,5.0348
Alena,131085,0,6,1,0,0,534.3819
Alena,131085,0,4,1,0,0,79.0446
Alena,131085,0,6,1,0,0,864.9997
Alena,131085,0,4,1,0,0,98.9957
Alena,131086,0,3,1,0,0,0.2624
Alena,131086,0,4,1,0,0,238.8641
Alena,131086,0,5,1,0,0,350.3453
Alena,131086,0,5,1,0,0,387.7742
Alena,131086,0,5,1,0,0,395.028
Alena,131086,0,5,1,0,0,508.5102
Alena,131086,0,4,1,0,0,537.4287
Alena,131086,0,3,1,0,0,90.4791
Alena,131086,0,5,1,0,0,93.1832
Alena,131087,0,4,1,0,0,148.0926
Alena,131087,0,7,1,0,0,2100.3727
Alena,131087,0,5,1,0,0,238.8641
Alena,131087,0,3,1,0,0,353.1392
Alena,131087,0,3,1,0,0,388.9176
Alena,131087,0,5,1,0,0,42.547
Alena,131087,0,3,1,0,0,420.4408
Alena,131087,0,5,1,0,0,78.9593
Alena,131087,0,4,1,0,0,948.5459
Alena,131088,0,4,1,0,0,0.93
Alena,131088,0,5,1,0,0,159.7108
Alena,131088,0,4,0,1,0,294.7876
Alena,131088,0,4,0,1,0,307.4435
Alena,131088,0,4,1,0,0,384.1593
Alena,131088,0,4,1,0,0,405.5459
Alena,131088,0,5,1,0,0,566.0757
Alena,131088,0,6,1,0,0,581.708
Alena,131088,0,5,1,0,0,667.1574
Alena,131089,0,4,1,0,0,172.8415
Alena,131089,0,4,1,0,0,214.5986
Alena,131089,0,4,1,0,0,236.0395
Alena,131089,0,5,1,0,0,33.9865
Alena,131089,0,5,1,0,0,68.6504
Alena,131089,0,6,1,0,0,769.5045
Alena,131089,0,5,1,0,0,78.5825
Alena,131089,0,5,1,0,0,82.703
Alena,131089,0,5,1,0,0,87.216
Alena,131090,0,7,1,0,0,160.8682
Alena,131090,0,7,1,0,0,172.4122
Alena,131090,0,4,1,0,0,217.2736
Alena,131090,0,4,1,0,0,227.7672
Alena,131090,0,5,1,0,0,234.7433
Alena,131090,0,6,1,0,0,465.811
Alena,131090,0,6,1,0,0,543.3323
Alena,131090,0,4,1,0,0,577.358
Alena,131090,0,5,1,0,0,832.1614
Alena,131091,0,8,1,0,0,13.0252
Alena,131091,0,8,1,0,0,32.8918
Alena,131091,0,8,1,0,0,378.6414
Alena,131091,0,8,1,0,0,396.3432
Alena,131091,0,6,1,0,0,509.4304
Alena,131091,0,6,1,0,0,539.8176
Alena,131091,0,8,1,0,0,582.5228
Alena,131091,0,8,1,0,0,88.9015
Alena,131091,0,8,1,0,0,96.2051
Alena,131092,0,8,1,0,0,128.0111
Alena,131092,0,8,1,0,0,128.5613
Alena,131092,0,8,1,0,0,130.0374
Alena,131092,0,8,1,0,0,147.9847
Alena,131092,0,7,1,0,0,254.3285
Alena,131092,0,7,1,0,0,284.4833
Alena,131092,0,8,1,0,0,384.2707
Alena,131092,0,8,1,0,0,473.727
Alena,131092,0,7,1,0,0,484.7718
Alena,131093,0,7,1,0,0,1.2808
Alena,131093,0,7,1,0,0,161.0802
Alena,131093,0,8,1,0,0,212.0145
Alena,131093,0,8,1,0,0,316.6198
Alena,131093,0,8,1,0,0,394.4768
Alena,131093,0,7,1,0,0,40.4687
Alena,131093,0,7,1,0,0,42.5671
Alena,131093,0,7,1,0,0,53.3447
Alena,131093,0,7,1,0,0,59.713
Alena,131096,0,7,1,0,0,206.0871
Alena,131096,0,6,1,0,0,210.3558
Alena,131096,0,7,1,0,0,271.1451
Alena,131096,0,7,1,0,0,287.803
Alena,131096,0,6,1,0,0,303.1951
Alena,131096,0,7,1,0,0,346.922
Alena,131096,0,7,1,0,0,477.8256
Alena,131096,0,6,1,0,0,898.848
Alena,131096,0,6,1,0,0,9.5338
Alena,131097,0,6,1,0,0,165.0184
Alena,131097,0,7,1,0,0,277.6265
Alena,131097,0,7,1,0,0,3.6781
Alena,131097,0,8,1,0,0,306.2471
Alena,131097,0,6,1,0,0,360.5539
Alena,131097,0,8,1,0,0,384.5196
Alena,131097,0,6,1,0,0,73.591
Alena,131097,0,12,1,0,0,737.0516
Alena,131097,0,12,1,0,0,945.5156
Alena,131134,0,7,1,0,0,10.0301
Alena,131134,0,7,1,0,0,15.9307
Alena,131134,0,7,1,0,0,190.4012
Alena,131134,0,7,1,0,0,199.5309
Alena,131134,0,7,1,0,0,22.3244
Alena,131134,0,12,1,0,0,304.9576
Alena,131134,0,7,1,0,0,41.7656
Alena,131134,0,7,1,0,0,84.8535
Alena,131134,0,7,1,0,0,91.5694
Alena,131135,0,6,1,0,0,102.5646
Alena,131135,0,7,1,0,0,1023.7283
Alena,131135,0,7,1,0,0,18.9618
Alena,131135,0,6,1,0,0,204.4532
Alena,131135,0,7,1,0,0,34.6703
Alena,131135,0,6,1,0,0,380.624
Alena,131135,0,6,1,0,0,395.8332
Alena,131135,0,7,1,0,0,651.8224
Alena,131135,0,7,1,0,0,78.1471
Alena,131140,0,6,1,0,0,1076.204
Alena,131140,0,6,1,0,0,148.0926
Alena,131140,0,5,1,0,0,206.9165
Alena,131140,0,5,1,0,0,256.9528
Alena,131140,0,6,1,0,0,392.9147
Alena,131140,0,6,1,0,0,561.7933
Alena,131140,0,6,1,0,0,59.5941
Alena,131140,0,6,1,0,0,79.0104
Alena,131140,0,7,1,0,0,831.1441
Alena,131141,0,6,1,0,0,238.0409
Alena,131141,0,6,1,0,0,250.3871
Alena,131141,0,6,1,0,0,32.1467
Alena,131141,0,5,1,0,0,362.9294
Alena,131141,0,5,1,0,0,395.8332
Alena,131141,0,5,1,0,0,433.1476
Alena,131141,0,6,1,0,0,46.0791
Alena,131141,0,6,1,0,0,644.4981
Alena,131141,0,8,1,0,0,783.4684
Alena,131142,0,7,1,0,0,0.2624
Alena,131142,0,7,1,0,0,1.9912
Alena,131142,0,7,1,0,0,142.3594
Alena,131142,0,7,1,0,0,235.7938
Alena,131142,0,6,1,0,0,493.8586
Alena,131142,0,8,1,0,0,533.975
Alena,131142,0,5,1,0,0,742.5657
Alena,131142,0,5,1,0,0,751.5397
Alena,131142,0,7,1,0,0,82.4292
